nct_id,overall_status,start_date,completion_date,condition,Study design info,eligibility,has_expanded_access,enrollment
NCT04385186,Not yet recruiting,"June 20, 2020","December 30, 2020","Infections, Coronavirus","Randomized,Parallel Assignment,MULTICENTER, CONTROLLED, RANDOMIZED, SIMPLE BLIND, CLINICAL TRIAL,Treatment,Single (Investigator)","gender:All,Min Age:18 Years,Max Age:N/A",No,60
NCT04257656,Terminated,"February 6, 2020","April 10, 2020","COVID-19,Remdesivir,SARS-CoV-2","Randomized,Parallel Assignment,Treatment,Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)","gender:All,Min Age:18 Years,Max Age:N/A",No,237
NCT04325672,Withdrawn,"April 1, 2020","December 31, 2022",Coronavirus,"N/A,Single Group Assignment,Basic Science,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,0
NCT04331470,Recruiting,"April 4, 2020","May 20, 2020",COVID-19,"Randomized,Parallel Assignment,Study is two armed , double blind, parallel, randomized clinical trial.,Treatment,Double (Participant, Outcomes Assessor),All of the research team will be blind about the groups of study and position of patients in each group except of physician and main researcher. Files of patients which will be numbered using a random number table will be sent for analyzer of the study.Information about position of patients in the groups is masked from research team. Outcomes Assessor will receive the information of patients without any name in the file. Just when statistical analysis would be finished information of groups will be revealed.","gender:All,Min Age:15 Years,Max Age:100 Years",No,30
NCT04449718,Recruiting,"June 1, 2020","November 30, 2020",COVID-19,"Randomized,Parallel Assignment,Treatment,Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)","gender:All,Min Age:18 Years,Max Age:N/A",No,200
NCT04395768,Recruiting,"September 9, 2020","December 31, 2021",COVID19,"Randomized,Parallel Assignment,randomized investigator-blinded controlled,Treatment,Double (Investigator, Outcomes Assessor),Participants not blinded as they will know whether they are receiving the comparator vitamin c (either IVC) or oral in addition to treatments in the control group; outcomes assessor / investigators conducting statistical analysis will be blinded","gender:All,Min Age:18 Years,Max Age:N/A",No,200
NCT04393311,Not yet recruiting,November 2020,May 2021,COVID-19,"Randomized,Parallel Assignment,Treatment,Double (Participant, Investigator)","gender:All,Min Age:18 Years,Max Age:N/A",No,160
NCT04292899,Completed,"March 6, 2020","June 30, 2020",COVID-19,"Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:12 Years,Max Age:N/A",Yes,4891
NCT04422275,Not yet recruiting,"June 1, 2021","December 31, 2023",Anosmia,"Randomized,Factorial Assignment,2 x 2 factorial design,Treatment,Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor),Blinded","gender:All,Min Age:18 Years,Max Age:85 Years",No,200
NCT04304053,Completed,"March 18, 2020","June 15, 2020",COVID-19,"Randomized,Parallel Assignment,Primary study: Cluster-randomized clinical trial of Covid-19 contacts
Secondary study: Randomized clinical trial of Covid-19 cases,Prevention,None (Open Label),Open label","gender:All,Min Age:18 Years,Max Age:N/A",No,2300
NCT04404062,"Active, not recruiting","March 16, 2020",August 2020,COVID-19,"Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:70 Years",No,500
NCT04288713,Available,N/A,N/A,N/A,N/A,"gender:All,Min Age:18 Years,Max Age:N/A",No,N/A
NCT04407182,Recruiting,"May 4, 2020","August 7, 2020","Covid-19,Sars-CoV2,Diabete Mellitus,Cardiopathy,Pulmonary Disease,Renal Disease,Liver Diseases","Randomized,Parallel Assignment,Supportive Care,Triple (Participant, Investigator, Outcomes Assessor)","gender:All,Min Age:18 Years,Max Age:70 Years",No,80
NCT04490824,Recruiting,"October 1, 2020","November 30, 2020",Covid19,"Randomized,Sequential Assignment,Participants will be sequentially assigned to receive KELEA activated or KELEA depleted water,Treatment,Single (Participant),The participant will not be informed as to whether the item that is first received is KELEA emitting or inactive. If requested an active item will be sent following receipt of the post inhalation results.","gender:All,Min Age:N/A,Max Age:N/A",No,100
NCT04335786,Recruiting,"April 17, 2020",December 2021,"Acute Respiratory Distress Syndrome,SARS-CoV-2,COVID,COVID-19,Severe Acute Respiratory Syndrome","Randomized,Parallel Assignment,Treatment,Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)","gender:All,Min Age:18 Years,Max Age:N/A",No,651
NCT04522492,Enrolling by invitation,"August 11, 2020",March 2021,Skin Picking,"Randomized,Parallel Assignment,randomized clinical trial with the intervention consisting of cognitive behavioral therapy in an online setting, and the control consisting of an active control group (guidelines about strategies to improve quality of life).,Treatment,Single (Outcomes Assessor),Two assessors will evaluate patients before and after the intervention, thru an online consultation and application of instruments to assess symptoms. The assessors will be blinded about the intervention received by the patient.","gender:All,Min Age:18 Years,Max Age:N/A",No,20
NCT04308668,Completed,"March 17, 2020","May 20, 2020","Corona Virus Infection,Acute Respiratory Distress Syndrome,SARS-CoV Infection,Coronavirus,Coronavirus Infections","Randomized,Parallel Assignment,Asymptomatic participants are randomized and analyzed separate from symptomatic participants.,Treatment,Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)","gender:All,Min Age:18 Years,Max Age:N/A",No,1309
NCT04370262,Recruiting,"April 7, 2020","April 7, 2021",COVID-19,"Randomized,Parallel Assignment,Randomized, Double-Blind Comparative Trial,Treatment,Triple (Participant, Care Provider, Investigator)","gender:All,Min Age:18 Years,Max Age:N/A",No,942
NCT04435457,Not yet recruiting,August 2020,October 2020,"SARS-CoV 2,SARS Pneumonia,COVID-19,SARS-Associated Coronavirus as Cause of Disease Classified Elsewhere,Cardiac Complication","Cohort,Cross-Sectional","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:80 Years",No,70
NCT04393974,Recruiting,"March 24, 2020","March 24, 2022","Cancer,Sars-CoV2","Case-Only,Retrospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,1000
NCT04568850,"Active, not recruiting","July 1, 2020","November 30, 2020",Covid19,"Case-Only,Prospective","sampling_method:Probability Sample,gender:All,Min Age:N/A,Max Age:N/A",No,50
NCT04354714,Withdrawn,"June 30, 2020","December 31, 2021",COVID-19,"N/A,Single Group Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,0
NCT04386668,Terminated,"May 26, 2020","August 31, 2020",COVID19,"Randomized,Parallel Assignment,Other,Double (Participant, Outcomes Assessor)","gender:All,Min Age:18 Years,Max Age:N/A",No,80
NCT04531111,Recruiting,"July 7, 2020",August 2020,"Type 1 Diabetes,Covid19","Case-Only,Cross-Sectional","sampling_method:Probability Sample,gender:All,Min Age:2 Years,Max Age:18 Years",No,150
NCT04412291,Recruiting,"June 11, 2020",February 2021,Covid-19,"Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,120
NCT04398043,Not yet recruiting,"May 15, 2020","July 30, 2020","rt PCR,COVID,Personal Protective Equipment PPE,SARS-CoV 2,Health Personnel Attitude,Virus Diseases","Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:16 Years,Max Age:N/A",No,16
NCT04385199,Recruiting,"May 4, 2020","August 1, 2020","Coronavirus Infection,Coronavirus,COVID","Randomized,Parallel Assignment,Randomized control trial,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",N/A,30
NCT04391881,Recruiting,"May 30, 2020","August 30, 2020",Oral Health and COVID 19,"Other,Cross-Sectional","sampling_method:Probability Sample,gender:All,Min Age:18 Years,Max Age:60 Years",No,500
NCT04574869,Not yet recruiting,October 2020,July 2021,"Acute Lung Injury,ALI,COVID-19","Randomized,Sequential Assignment,Study intervention, RLS-0071 or placebo, will be administered as an IV infusion over 30 minutes (± 10 minutes).
The following dose groups are planned:
Part A (Single-Ascending Dose):
Cohort 1: low dose (single infusion) vs. placebo
Cohort 2: high dose (single infusion) vs. placebo
Part B (Multiple-Ascending Dose):
Cohort 3: low dose administered q8 hours (± 1 hour) vs. placebo for 3 days (9 doses)
Cohort 4: high dose administered q8 hours (± 1 hour) vs. placebo for 3 days (9 doses),Treatment,Double (Participant, Investigator),This study is a double-blinded and randomized study. Pharmacy staff will mask infusion bags and lines to maintain the study blind.","gender:All,Min Age:18 Years,Max Age:69 Years",No,42
NCT04366167,Recruiting,"April 18, 2020","December 31, 2021","Cardiac Surgery,COVID","Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:120 Years",No,100
NCT04407559,"Active, not recruiting","May 1, 2020","September 30, 2020","COVID-19,Rheumatoid Arthritis","Cohort,Retrospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,216
NCT04568135,Not yet recruiting,"September 18, 2020","December 31, 2021",Covid19,"Other,Prospective","sampling_method:Probability Sample,gender:All,Min Age:18 Years,Max Age:80 Years",No,1000
NCT04410107,Recruiting,"May 15, 2020","August 2, 2022","COVID-19,SARS-CoV-2 Infection","Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:N/A,Max Age:N/A",No,134
NCT04256395,Completed,"February 1, 2020","July 1, 2020",Susceptibility to Viral and Mycobacterial Infection,"Other,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:N/A,Max Age:N/A",No,102456
NCT04323787,Recruiting,"March 30, 2020","April 30, 2021",Coronavirus,"Cohort,Other","sampling_method:Non-Probability Sample,gender:All,Min Age:N/A,Max Age:N/A",No,50000
NCT04425538,Recruiting,"June 1, 2020",December 2020,COVID-19,"N/A,Single Group Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,17
NCT04430322,Recruiting,"March 1, 2020","June 30, 2021",COVID,"Other,Retrospective","sampling_method:Non-Probability Sample,gender:All,Min Age:N/A,Max Age:N/A",No,330
NCT04426279,Recruiting,"August 18, 2020",December 2020,"Sars-CoV2,Rheumatoid Arthritis,Rheumatic Diseases","Cohort,Retrospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,1500
NCT04373707,Recruiting,"May 13, 2020",October 2020,"COVID,Thrombosis,Pulmonary Embolism,Deep Vein Thrombosis","Randomized,Parallel Assignment,Multicenter randomized (1:1) controlled open-label trial, stratified on disease severity (admission to ICU or not),Prevention,Single (Outcomes Assessor)","gender:All,Min Age:18 Years,Max Age:N/A",No,602
NCT04452708,Recruiting,"June 11, 2020","June 10, 2021",Respiratory Failure,"Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,15
NCT04320238,Recruiting,"January 21, 2020",June 2020,2019 Novel Coronavirus Infection,"Non-Randomized,Parallel Assignment,Prevention,None (Open Label)","gender:All,Min Age:18 Years,Max Age:65 Years",No,2944
NCT04406844,Recruiting,"May 9, 2020","June 30, 2021",Oncology Patients,"Cohort,Cross-Sectional","sampling_method:Probability Sample,gender:All,Min Age:12 Years,Max Age:98 Years",No,150
NCT04359706,Recruiting,"May 8, 2020",September 2020,Sars-CoV2,"Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,30
NCT04353180,Not yet recruiting,September 2020,November 2020,COVID19,"Randomized,Parallel Assignment,Patients and method :
This study will performed on 1000 patients tested positive for the presence of COVID-19 RNA by RT-PCR kit for RNA detection will randomly divided into 3 equal groups,Treatment,None (Open Label),Patients
This study will performed on 1000 patients tested positive for the presence of COVID-19 RNA by RT-PCR kit for RNA detection will randomly divided into 3 equal groups","gender:All,Min Age:18 Years,Max Age:80 Years",No,1000
NCT04563208,Not yet recruiting,December 2020,March 2021,"Covid19,SARS-CoV Infection","Randomized,Parallel Assignment,Treatment,Double (Participant, Care Provider),Double-blind","gender:All,Min Age:18 Years,Max Age:75 Years",No,40
NCT04313946,Recruiting,"March 18, 2020","August 18, 2020","COVID-19,Pneumonia, Viral,Influenza With Pneumonia,Flu Symptom,Flu Like Illness,Pneumonia, Interstitial,Pneumonia, Ventilator-Associated,Pneumonia Atypical","Ecologic or Community,Prospective","sampling_method:Probability Sample,gender:All,Min Age:N/A,Max Age:N/A",No,200
NCT04363099,Recruiting,"March 1, 2020","December 31, 2020",Covid-19,"Cohort,Other","sampling_method:Non-Probability Sample,gender:All,Min Age:N/A,Max Age:99 Years",No,1000
NCT04561063,Not yet recruiting,December 2020,July 2021,"Covid19,SARS-CoV Infection","Randomized,Parallel Assignment,Prevention,None (Open Label)","gender:All,Min Age:18 Years,Max Age:99 Years",No,1950
NCT04417270,Recruiting,"June 12, 2020","October 31, 2020",Diabetes Mellitus,"Non-Randomized,Crossover Assignment,Patients will use the Freestyle 14 day CGM reader or their phone to check their glucose. A clinical staff member will check the patient's blood sugar by performing a glucose finger stick with the Accuchek inform II meter.,Other,None (Open Label)","gender:All,Min Age:18 Years,Max Age:99 Years",No,50
NCT04361643,Not yet recruiting,"October 27, 2020","December 31, 2021",COVID-19,"Randomized,Parallel Assignment,Treatment,Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)","gender:All,Min Age:60 Years,Max Age:N/A",No,120
NCT04568421,Recruiting,"August 18, 2020","December 31, 2021",Rheumatic Diseases,"Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:100 Years",No,3000
NCT04322344,Recruiting,"March 23, 2020","December 30, 2020",Coronavirus Infections,"Non-Randomized,Parallel Assignment,Supportive Care,Double (Participant, Care Provider)","gender:All,Min Age:18 Years,Max Age:75 Years",No,120
NCT04365361,Recruiting,"April 26, 2020","March 31, 2021",Mental Health Wellness 1,"Ecologic or Community,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:100 Years",No,300
NCT04252274,Recruiting,"January 30, 2020","December 31, 2020","Pneumonia, Pneumocystis,Coronavirus","Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:N/A,Max Age:N/A",No,30
NCT04363034,Available,N/A,N/A,N/A,N/A,"gender:All,Min Age:18 Years,Max Age:N/A",N/A,N/A
NCT04412668,Recruiting,"June 12, 2020","October 31, 2020",SARS-CoV-2 (COVID-19) Severe Pneumonia,"Randomized,Parallel Assignment,Patients will be randomized 1:1:1 to a single IV dose of ATYR1923 1 mg/kg, ATYR1923 3 mg/kg, or placebo.,Treatment,Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor),The Investigator, Sponsor, and patient will be blinded to treatment assignment; study center pharmacy personnel will be unblinded.","gender:All,Min Age:18 Years,Max Age:75 Years",No,30
NCT04396067,Not yet recruiting,October 2020,December 2020,COVID-19,"Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:70 Years",No,360
NCT04338958,Recruiting,"April 22, 2020","August 31, 2021",Covid-19,"N/A,Single Group Assignment,single arm, non-randomized,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,200
NCT04442204,Not yet recruiting,"June 22, 2020","July 13, 2020","Depression,Anxiety","Other,Prospective","sampling_method:Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,4000
NCT04401033,Completed,"May 11, 2020","June 30, 2020","SARS-CoV 2,COVID","Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,450
